Identifier,Insecurity,Start_date,End_date,Number _of_deaths,State
IBD029211,"Herdsmen Attack, Benue",7/3/2024,7/3/2024,17,Benue
IBD029202,"School Kidnap, Kaduna",7/3/2024,7/3/2024,2,Kaduna
IBD029321,"Kidnap Victim, Kaduna",7/3/2024,7/3/2024,1,Kaduna
IBD029212,"Soldiers vs IPOB, Anambra",7/3/2024,7/3/2024,40,Anambra
IBD029201,"Armed Robbers Attack, Kogi",7/3/2024,7/3/2024,2,Kogi
IBD029209,"Gunmen Attack, Ebonyi",7/3/2024,7/3/2024,6,Ebonyi
IBD029245,"Assailants vs Man, Delta",6/3/2024,6/3/2024,1,Delta
IBD029194,"Man vs Uncle, Bayelsa",6/3/2024,6/3/2024,1,Bayelsa
IBD029203,"Soldiers vs Bandits, Sokoto",6/3/2024,6/3/2024,2,Sokoto
IBD029184,"Cultists vs Technician, Ogun",6/3/2024,6/3/2024,1,Ogun
IBD029200,"Assailants vs Student, Kwara",6/3/2024,6/3/2024,1,Kwara
IBD029189,"Auto Crash, Lagos",6/3/2024,6/3/2024,1,Lagos
IBD029193,"Man vs Wife, Rivers",5/3/2024,5/3/2024,1,Rivers
IBD029185,"Cult Killing, Ogun",5/3/2024,5/3/2024,1,Ogun
IBD029204,"NAF vs Bandits, Katsina",5/3/2024,5/3/2024,22,Katsina
IBD029199,"Robbers Attack, Jigawa",5/3/2024,5/3/2024,3,Jigawa
IBD029187,"Gunmen vs Herder, Plateau",5/3/2024,5/3/2024,1,Plateau
IBD029190,"Assailant vs Islamic Scholar, Zamfara",5/3/2024,5/3/2024,1,Zamfara
IBD029183,"Militia Clash, Benue",5/3/2024,5/3/2024,40,Benue
IBD029451,"Cult Killing, Rivers",5/3/2024,5/3/2024,4,Rivers
IBD031335,"Kidnap Victims, Rivers",5/3/2024,5/3/2024,3,Rivers
IBD029191,"Auto Crash, Abia",5/3/2024,5/3/2024,1,Abia
IBD029174,"Police vs Armed Robber, Delta",4/3/2024,4/3/2024,1,Delta
IBD029170,"Auto Crash, Kaduna",4/3/2024,4/3/2024,14,Kaduna
IBD029178,"Communal Clash, Lagos",4/3/2024,5/3/2024,15,Lagos
IBD029182,"Banditry, Zamfara",4/3/2024,4/3/2024,1,Zamfara
IBD029198,"Kidnappers vs Family, Kaduna",4/3/2024,4/3/2024,5,Kaduna
IBD029177,"Army vs Bandits, Katsina",4/3/2024,4/3/2024,4,Katsina
IBD029176,"Gunmen Kill 2, Benue",4/3/2024,4/3/2024,2,Benue
IBD029273,"Banditry, Katsina",4/3/2024,4/3/2024,200,Katsina
IBD029167,"Auto Crash, Lagos",3/3/2024,3/3/2024,1,Lagos
IBD029173,"Electrocution, Delta",3/3/2024,3/3/2024,1,Delta
IBD029179,"Banditry, Zamfara",3/3/2024,3/3/2024,3,Zamfara
IBD029172,"Herdsmen vs Soldier, Benue",3/3/2024,3/3/2024,1,Benue
IBD029171,"Herdsmen Attack, Benue",3/3/2024,3/3/2024,5,Benue
IBD029175,"3 Drowns, Benue",2/3/2024,2/3/2024,3,Benue
IBD029205,"Army vs Gunmen, Imo",2/3/2024,2/3/2024,20,Imo
IBD029159,"Auto Crash/Crime, Edo",2/3/2024,2/3/2024,4,Edo
IBD029164,"Auto Crash, Lagos",2/3/2024,2/3/2024,1,Lagos
IBD029158,"Security Operatives Kills Two, Delta",2/3/2024,2/3/2024,2,Delta
IBD029367,"Assailants vs Man, Edo",2/3/2024,2/3/2024,1,Edo
IBD029192,"Decomposed Body, Ebonyi",2/3/2024,2/3/2024,1,Ebonyi
IBD029410,"Auto Crash, Ogun",2/3/2024,2/4/2024,4,Ogun
IBD029168,"Banditry, Kaduna",2/3/2024,2/3/2024,2,Kaduna
IBD029166,"Fire Outbreak, Lagos",2/3/2024,2/3/2024,1,Lagos
IBD029162,"Auto Crash, Lagos",2/3/2024,2/3/2024,1,Lagos
IBD029365,"Kidnap Victims, Imo",1/3/2024,1/2/2024,5,Imo
IBD029154,"Auto Crash, Anambra",1/3/2024,1/3/2024,2,Anambra
IBD029169,"Army vs Gunmen, Imo",1/3/2024,1/3/2024,1,Imo
IBD029155,"Gunmen Attack, Benue",1/3/2024,1/3/2024,5,Benue
IBD029163,"Auto Crash, Ogun",1/3/2024,1/3/2024,3,Ogun
IBD029145,"Explosion, FCT (Abuja)",29/02/2024,29/02/2024,3,FCT
IBD029156,"Gunmen Attack, Benue",29/02/2024,29/02/2024,4,Benue
IBD029152,"Army vs Boko Haram, Borno",29/02/2024,29/02/2024,3,Borno
IBD029141,"Auto Crash, Ogun",29/02/2024,29/02/2024,5,Ogun
IBD029151,"Students Kills One, Imo",29/02/2024,29/02/2024,1,Imo
IBD029153,"ISWAP/Boko Haram IED, Borno",29/02/2024,29/02/2024,3,Borno
IBD029144,"Food Poisoning, Oyo",28/02/2024,28/02/2024,1,Oyo
IBD029134,"Auto Crash, Lagos",28/02/2024,28/02/2024,3,Lagos
IBD029133,"Auto Crash, Osun",28/02/2024,28/02/2024,3,Osun
IBD029143,"Police vs Man, Edo",28/02/2024,28/02/2024,1,Edo
IBD029149,"Assailants vs POS Operator, Ebonyi",28/02/2024,28/02/2024,1,Ebonyi
IBD029140,"Troops vs Bandits, Zamfara",28/02/2024,28/02/2024,20,Zamfara
IBD029132,"Assailants vs NYSC Member, Benue",27/02/2024,27/02/2024,1,Benue
IBD029129,"Boy Drowns, Lagos",27/02/2024,27/02/2024,1,Lagos
IBD029127,"Security Operatives vs Rustler, Kebbi",27/02/2024,27/02/2024,1,Kebbi
IBD029088,"Gunmen vs Photographer, Niger",27/02/2024,27/02/2024,1,Niger
IBD029139,"Explosive Device Kills Two, Borno",27/02/2024,27/02/2024,2,Borno
IBD029131,"Assailants vs Guard, Benue",27/02/2024,27/02/2024,1,Benue
IBD029217,"Assailants vs Community Leader, Kaduna",27/02/2024,27/02/2024,1,Kaduna
IBD029119,"Building Collapse, Anambra",26/02/2024,26/02/2024,7,Anambra
IBD029118,"Evangelist vs Pastor, Osun",26/02/2024,26/02/2024,1,Osun
IBD029120,"Herdsmen vs Farmers, Benue",26/02/2024,26/02/2024,3,Benue
IBD029147,"Gunmen Kill 5, Kaduna",26/02/2024,26/02/2024,5,Kaduna
IBD029148,"Vigilante vs Man, Kano",26/02/2024,26/02/2024,1,Kano
IBD029126,"Rape Victim, Ogun",26/02/2024,26/02/2024,1,Ogun
IBD029125,"Security Operatives vs Kidnappers, Taraba",26/02/2024,26/02/2024,15,Taraba
IBD029121,"Gunmen vs Village Head, Nasarawa",26/02/2024,26/02/2024,19,Nasarawa
IBD029136,"Communal Clash, Akwa Ibom",26/02/2024,26/02/2024,11,Akwa Ibom
IBD029124,"Banditry, Katsina",26/02/2024,26/02/2024,1,Katsina
IBD029122,"Boat Mishap, Lagos",26/02/2024,26/02/2024,4,Lagos
IBD029113,"Suffocation, Kwara",25/02/2024,25/02/2024,3,Kwara
IBD029107,"Cult Clash, Delta",25/02/2024,25/02/2024,1,Delta
IBD029102,"Bandits Kill Policeman, Zamfara",25/02/2024,25/02/2024,1,Zamfara
IBD029111,"Gunmen Attack, Enugu",25/02/2024,25/02/2024,2,Enugu
IBD029130,"Man vs Son, Abia",25/02/2024,25/02/2024,1,Abia
IBD029267,Son vs Grand Mother Akwa Ibom,25/02/2024,25/02/2024,1,Akwa Ibom
IBD029114,"Security Operatives vs Gunmen, Kwara",25/02/2024,25/02/2024,1,Kwara
IBD029106,"Bandits Clash, Zamfara",24/02/2024,24/02/2024,41,Zamfara
IBD029109,"Youths vs Militia, Rivers",24/02/2024,24/02/2024,1,Rivers
IBD029104,"Bandits Kill 1, Oyo",24/02/2024,24/02/2024,1,Oyo
IBD029110,"Cult Clash, Benue",24/02/2024,26/02/2024,7,Benue
IBD029105,"Army vs Bandits, Zamfara",24/02/2024,24/02/2024,30,Zamfara
IBD029098,"Kidnappers Kill Man, Imo",23/02/2024,23/02/2024,1,Imo
IBD029112,"Man vs Friend, Ondo",23/02/2024,23/02/2024,1,Ondo
IBD029101,"Students Killed, Bauchi",23/02/2024,23/02/2024,2,Bauchi
IBD029097,"Bandits Kill 2, Kaduna",23/02/2024,23/02/2024,2,Kaduna
IBD029094,"Hoodlums vs Community Leader, Anambra",23/02/2024,23/02/2024,1,Anambra
IBD029100,"Stampede, Lagos",23/02/2024,23/02/2024,7,Lagos
IBD029096,"Youths Clash, Lagos",23/02/2024,23/02/2024,1,Lagos
IBD029308,Kidnappers vs Policemen Delta,23/02/2024,26/02/2024,9,Delta
IBD029085,"Cultists Kill 2, Kwara",22/02/2024,22/02/2024,2,Kwara
IBD029150,"Ritual/Rape Victim, Kwara",22/02/2024,22/02/2024,1,Kwara
IBD029095,"Man Dies, Kwara",22/02/2024,22/02/2024,1,Kwara
IBD029115,"Gunmen Attack, Nasarawa",21/02/2024,21/02/2024,5,Nasarawa
IBD029082,"Boat Mishap, Lagos",21/02/2024,21/02/2024,2,Lagos
IBD029076,"Auto Crash, Benue",21/02/2024,21/02/2024,12,Benue
IBD029084,"Army vs Bandits, Kaduna",21/02/2024,21/02/2024,10,Kaduna
IBD029087,"Hoodlums vs Police, Rivers",21/02/2024,21/02/2024,2,Rivers
IBD029083,"Herdsmen Kill 24, Benue",21/02/2024,21/02/2024,24,Benue
IBD029080,"Gunmen Attack, Zamfara",20/02/2024,20/02/2024,9,Zamfara
IBD029218,"Medical Quackery, Oyo",20/02/2024,20/02/2024,1,Oyo
IBD029089,"Gunmen Attack, Ebonyi",20/02/2024,20/02/2024,4,Ebonyi
IBD029073,"Auto Crash, Ogun",20/02/2024,20/02/2024,9,Ogun
IBD029081,"Domestic Violence, Ebonyi",20/02/2024,20/02/2024,1,Ebonyi
IBD029688,"Domestic Violence, Rivers",20/02/2024,20/02/2024,1,Rivers
IBD029077,"Army vs Terrorists, Kaduna",20/02/2024,20/02/2024,1,Kaduna
IBD030227,"Cult Killing, Ogun",20/02/2024,20/02/2024,1,Ogun
IBD029146,"Soldiers vs Military, Borno",19/02/2024,19/02/2024,25,Borno
IBD029065,"Lion Attack, Osun",19/02/2024,19/02/2024,1,Osun
IBD029070,"Terrorists Kill 6, Katsina",19/02/2024,19/02/2024,7,Katsina
IBD029165,"Cult Killing, Imo",19/02/2024,19/02/2024,1,Imo
IBD029066,"Land Crisis, Bayelsa",19/02/2024,19/02/2024,2,Bayelsa
IBD029069,"Hoodlums vs Man, Ogun",19/02/2024,19/02/2024,1,Ogun
IBD029075,"Herders Attack, Benue",19/02/2024,19/02/2024,1,Benue
IBD029053,"Bandits vs Police, Zamfara",18/02/2024,18/02/2024,4,Zamfara
IBD029057,"Banditry, Kaduna",18/02/2024,18/02/2024,12,Kaduna
IBD029103,"Domestic Violence, Edo",18/02/2024,18/02/2024,3,Edo
IBD029068,"Auto Crash, FCT (Abuja)",18/02/2024,18/02/2024,6,FCT
IBD029064,"Gunmen Attack, Plateau",18/02/2024,18/02/2024,2,Plateau
IBD029054,"Police vs Kidnapper, Rivers",17/02/2024,17/02/2024,1,Rivers
IBD029050,"Communal Clash, Ebonyi",17/02/2024,17/02/2024,2,Ebonyi
IBD029048,"Auto Crash, FCT (Abuja)",17/02/2024,17/02/2024,1,FCT
IBD029061,"Banditry, Katsina",17/02/2024,17/02/2024,2,Katsina
IBD029047,"Auto Crash, Ogun",17/02/2024,17/02/2024,3,Ogun
IBD029051,"Rainstorm, Ondo",17/02/2024,17/02/2024,1,Ondo
IBD029052,"Gunmen Attack, Plateau",17/02/2024,17/02/2024,1,Plateau
IBD029044,"Auto Crash, Ondo",16/02/2024,16/02/2024,4,Ondo
IBD029039,"Gunmen Kill Man, Plateau",16/02/2024,16/02/2024,1,Plateau
IBD029056,"Suspected Phone Thief, Benue",16/02/2024,17/02/2024,1,Benue
IBD029043,"Bandits Kill 6, Kaduna",16/02/2024,16/02/2024,8,Kaduna
IBD029049,"Security Operatives Kills One, Anambra",16/02/2024,16/02/2024,1,Anambra
IBD029059,"Army vs ISWAP, Yobe",16/02/2024,16/02/2024,4,Yobe
IBD029046,"Bandits Kill 3, Kaduna",16/02/2024,16/02/2024,3,Kaduna
IBD029071,"Boko Haram Attack, Yobe",16/02/2024,16/02/2024,1,Yobe
IBD029074,"Naval Personnel vs Man, Abia",15/02/2024,15/02/2024,1,Abia
IBD031639,"Auto Crash, Benue",15/02/2024,15/02/2024,45,Benue
IBD029123,"Son vs Father, Plateau",15/02/2024,15/02/2024,1,Plateau
IBD029042,"Banditry, Zamfara",15/02/2024,15/02/2024,7,Zamfara
IBD029063,"Gunmen vs Students, Delta",15/02/2024,16/02/2024,1,Delta
IBD029033,"Herdsmen Kill 4, Benue",14/02/2024,16/02/2024,6,Benue
IBD029062,"Gunmen Kill 6, Katsina",14/02/2024,15/02/2024,5,Katsina
IBD029079,"Prophet Drowns, Lagos",14/02/2024,14/02/2024,1,Lagos
IBD029030,"Teenager Drowns, Delta",13/02/2024,13/02/2024,1,Delta
IBD029022,"Auto Crash, Ogun",13/02/2024,13/02/2024,5,Ogun
IBD029032,"Auto Crash, Ogun",13/02/2024,13/02/2024,2,Ogun
IBD029026,"Bandits vs Policemen, Zamfara",13/02/2024,13/02/2024,4,Zamfara
IBD029072,"Police vs Bandit, Sokoto",13/02/2024,13/02/2024,1,Sokoto
IBD029416,"Assailant vs Kenyan National, Lagos",13/02/2024,13/02/2024,1,Lagos
IBD029011,"Domestic Violence, Niger",12/2/2024,12/2/2024,1,Niger
IBD029034,"Man vs Neighbour, Ogun",12/2/2024,12/2/2024,1,Ogun
IBD029014,"Auto Crash, Kwara",12/2/2024,12/2/2024,1,Kwara
IBD029021,"Gunmen Kill Lawyer, Anambra",12/2/2024,12/2/2024,1,Anambra
IBD029041,"Female Market Leader, Jigawa",12/2/2024,12/2/2024,1,Jigawa
IBD029031,"Herdsmen Attack, Yobe",12/2/2024,12/2/2024,1,Yobe
IBD029015,"Gunmen vs Police Officer, Imo",12/2/2024,12/2/2024,1,Imo
IBD029755,"Domestic Violence, Kaduna",12/2/2024,12/2/2024,1,Kaduna
IBD029012,"Gunmen Kill 4, Plateau",11/2/2024,11/2/2024,4,Plateau
IBD029027,"Armed Robbers vs Motorcyclist, FCT (Abuja)",11/2/2024,11/2/2024,1,FCT
IBD029020,"Banditry, Katsina",11/2/2024,11/2/2024,9,Katsina
IBD029029,"Security Operatives vs Guard, Zamfara",11/2/2024,11/2/2024,1,Zamfara
IBD029025,"Mob vs Cultist, Akwa Ibom",11/2/2024,11/2/2024,2,Akwa Ibom
IBD029013,"Woman vs Neigbour, Lagos",11/2/2024,11/2/2024,1,Lagos
IBD029019,"Inferno, Plateau",11/2/2024,11/2/2024,2,Plateau
IBD029017,"Police vs Kidnappers, Bauchi",11/2/2024,11/2/2024,5,Bauchi
IBD029008,"Boko Haram Explosion, Borno",10/2/2024,10/2/2024,2,Borno
IBD029188,"Assailants vs Police Corporal, Ebonyi",10/2/2024,10/2/2024,1,Ebonyi
IBD029018,"Gunmen vs Lawyer, Imo",10/2/2024,10/2/2024,1,Imo
PAR012629,"Gunmen Attack, Ogun",10/2/2024,10/2/2024,4,Ogun
IBD029036,"Banditry, Niger",9/2/2024,9/2/2024,1,Niger
IBD029010,"Police vs Kidnappers, FCT (Abuja)",9/2/2024,9/2/2024,16,FCT
IBD029038,"Hoodlums vs Teenager, Kano",8/2/2024,8/2/2024,1,Kano
IBD029037,"Village Head, FCT (Abuja)",8/2/2024,8/2/2024,1,FCT
IBD029045,"Police vs Kidnappers, Ekiti",8/2/2024,8/2/2024,1,Ekiti
IBD030225,"Cult Killing, Ogun",7/2/2024,7/2/2024,3,Ogun
IBD028985,"Assailants vs Traditional Ruler, Kogi",7/2/2024,7/2/2024,1,Kogi
IBD030240,"Cult Killing, Ogun",7/2/2024,7/2/2024,3,Ogun
IBD029006,"Gunmen Kill 3, Benue",6/2/2024,6/2/2024,2,Benue
IBD028977,"Auto Crash, Plateau",6/2/2024,6/2/2024,3,Plateau
IBD029058,"Assailants vs Sex Worker, Ekiti",6/2/2024,6/2/2024,1,Ekiti
IBD029195,"Beaten to Death, Ogun",5/2/2024,5/2/2024,1,Ogun
IBD028979,"Gas Explosion, Lagos",4/2/2024,4/2/2024,2,Lagos
IBD028968,"Army vs Bandits, Katsina",4/2/2024,4/2/2024,20,Katsina
IBD028966,"Boko Haram vs Construction Workers, Yobe",4/2/2024,4/2/2024,3,Yobe
IBD028965,"Lovers Die, Lagos",4/2/2024,4/2/2024,2,Lagos
IBD028950,"Auto Crash, Lagos",3/2/2024,3/2/2024,1,Lagos
IBD028960,"Political Violence, Kaduna",3/2/2024,3/2/2024,1,Kaduna
IBD028962,"Man vs Lover, Bayelsa",3/2/2024,3/2/2024,1,Bayelsa
IBD028959,"Gunmen vs Driver, Ekiti",3/2/2024,3/2/2024,1,Ekiti
IBD028969,"Inferno, Oyo",3/2/2024,3/2/2024,1,Oyo
IBD028964,"Auto Crash, Katsina",3/2/2024,3/2/2024,1,Katsina
IBD028963,"Assailants vs Student, Ondo",3/2/2024,3/2/2024,1,Ondo
IBD028955,"Banditry, Katsina",3/2/2024,3/2/2024,1,Katsina
IBD028946,"ISWAP vs Police, Borno",2/2/2024,2/2/2024,4,Borno
IBD029028,"Medical Negligence, Rivers",2/2/2024,2/2/2024,1,Rivers
IBD029016,"Assailants vs Truck Driver, Edo",2/2/2024,2/2/2024,2,Edo
IBD029024,"Man vs Friend, Ondo",2/2/2024,2/2/2024,1,Ondo
IBD029040,"Army vs Bandits, Zamfara",2/2/2024,2/2/2024,5,Zamfara
IBD028944,"Gunmen Kill Policeman, Ebonyi",1/2/2024,1/2/2024,1,Ebonyi
IBD028941,"Auto Crash, Ogun",1/2/2024,1/2/2024,2,Ogun
IBD029727,"Assailants vs Gunmen, Ekiti",1/2/2024,22/04/2024,23,Ekiti
IBD028967,"Cult Clash, Ogun",1/2/2024,1/2/2024,3,Ogun
IBD028942,"Gunmen vs Monarch, Kwara",1/2/2024,1/2/2024,1,Kwara
IBD028943,"Triplet Die, Benue",1/2/2024,1/2/2024,3,Benue
IBD028949,"Assailants Kills Two, Katsina",1/2/2024,1/2/2024,2,Katsina
IBD028935,"Cult Clash, Ebonyi",31/01/2024,31/01/2024,3,Ebonyi
IBD028938,"Herdsmen Attack, Benue",31/01/2024,31/01/2024,15,Benue
IBD028937,"Inferno, Zamfara",30/01/2024,30/01/2024,1,Zamfara
IBD028884,"Auto Crash, Ogun",30/01/2024,30/01/2024,4,Ogun
IBD028932,"Gunmen Attack, Benue",30/01/2024,30/01/2024,10,Benue
IBD028933,"Pipeline Explosion, Imo",30/01/2024,30/01/2024,28,Imo
IBD028928,"Herdsmen vs Farmer, Oyo",29/01/2024,29/01/2024,1,Oyo
IBD028911,"Gunmen Kill 4, Imo",29/01/2024,29/01/2024,4,Imo
IBD028912,"Communal Clash, Osun",29/01/2024,29/01/2024,2,Osun
IBD028934,"Communal Clash, Niger",29/01/2024,30/01/2024,2,Niger
IBD028954,"Director, Enugu",29/01/2024,29/01/2024,1,Enugu
IBD028920,"Kidnappers vs Monarchs, Ekiti",29/01/2024,29/01/2024,2,Ekiti
IBD028913,"Kidnappers Kill 3, FCT (Abuja)",29/01/2024,29/01/2024,3,FCT
IBD028919,"Boko Haram Explosion, Borno",29/01/2024,29/01/2024,10,Borno
IBD028926,"Boat Accident, Rivers",29/01/2024,29/01/2024,25,Rivers
IBD028931,"Army vs Bandits, Zamfara",29/01/2024,29/01/2024,20,Zamfara
IBD028923,"Ritual Killing, Akwa Ibom",29/01/2024,29/01/2024,1,Akwa Ibom
IBD028896,"Army vs Gunmen, Plateau",28/01/2024,28/01/2024,30,Plateau
IBD028909,"Auto Crash, Ekiti",28/01/2024,28/01/2024,3,Ekiti
IBD028908,"Land Dispute, Delta",28/01/2024,28/01/2024,5,Delta
IBD028917,"Bandits vs Man, Kaduna",28/01/2024,28/01/2024,2,Kaduna
IBD028948,"Cult Clash/Political Violence, Delta",28/01/2024,2/2/2024,3,Delta
IBD028915,"Police vs Kidnapper/Pirate, Rivers",28/01/2024,28/01/2024,1,Rivers
IBD028945,"Pregnant Woman vs Woman, Rivers",28/01/2024,28/01/2024,1,Rivers
IBD028918,"Female Corpse, Benue",28/01/2024,28/01/2024,1,Benue
IBD028910,"NAF vs Bandits, Kaduna",28/01/2024,28/01/2024,30,Kaduna
IBD028914,"Auto Crash, Lagos",28/01/2024,28/01/2024,2,Lagos
IBD028890,"Guard Kills Politician, Osun",27/01/2024,27/01/2024,2,Osun
IBD028897,"Herdsmen Attack, Benue",27/01/2024,27/01/2024,9,Benue
IBD028893,"Ritual Killing, Kaduna",27/01/2024,27/01/2024,1,Kaduna
IBD028895,"Boko Haram Attack, Borno",27/01/2024,27/01/2024,6,Borno
IBD028907,"Drug Overdose, Rivers",27/01/2024,27/01/2024,1,Rivers
IBD028936,"Vandals vs NSCDC Official, Lagos",27/01/2024,27/01/2024,1,Lagos
IBD028891,"Auto Crash, Niger",26/01/2024,26/01/2024,13,Niger
IBD028898,"Army vs Bandits, Katsina",26/01/2024,26/01/2024,7,Katsina
IBD028903,"Gunmen Attack, Katsina",26/01/2024,26/01/2024,4,Katsina
IBD028900,"Army vs Bandits, Katsina",26/01/2024,26/01/2024,1,Katsina
IBD028883,"Police vs Robbers, Ogun",25/01/2024,25/01/2024,1,Ogun
IBD028876,"Army vs Bandits, Taraba",25/01/2024,25/01/2024,3,Taraba
IBD028902,"Gunmen vs Police, Katsina",25/01/2024,25/01/2024,2,Katsina
IBD028887,"Auto Crash, Anambra",25/01/2024,25/01/2024,1,Anambra
IBD028886,"Teacher vs Pupil, Lagos",25/01/2024,25/01/2024,1,Lagos
IBD028892,"Police vs Kidnappers, Ogun",25/01/2024,25/01/2024,1,Ogun
IBD028906,"Kidnap Victims, Imo",25/01/2024,25/01/2024,4,Imo
IBD028882,"Auto Crash, Delta",25/01/2024,25/01/2024,4,Delta
IBD029108,"Medical Negligence, Lagos",24/01/2024,24/01/2024,1,Lagos
IBD028872,"Gunmen vs Couple, Anambra",24/01/2024,24/01/2024,2,Anambra
IBD028927,"Miners, Bauchi",24/01/2024,24/01/2024,4,Bauchi
IBD028951,"Banditry, Kaduna",24/01/2024,24/01/2024,1,Kaduna
IBD028925,"Police vs Kidnapper, Nasarawa",24/01/2024,24/01/2024,1,Nasarawa
IBD028879,"Police vs Bandits, FCT (Abuja)",24/01/2024,24/01/2024,1,FCT
IBD028871,"Gunmen Attack, Plateau",24/01/2024,24/01/2024,28,Plateau
IBD028904,"Kidnap Victims, Niger",24/01/2024,24/01/2024,2,Niger
IBD028874,"Miners Killed, Nasarawa",23/01/2024,23/01/2024,3,Nasarawa
IBD028873,"Herdsmen Attack, Benue",23/01/2024,23/01/2024,2,Benue
IBD028877,"Herdsmen Attack, Benue",23/01/2024,23/01/2024,30,Benue
IBD028888,"Gunmen Kill 5, Plateau",23/01/2024,23/01/2024,5,Plateau
IBD028881,"Banditry, Katsina",23/01/2024,23/01/2024,3,Katsina
IBD028878,"Decompose Body, Delta",23/01/2024,23/01/2024,1,Delta
IBD028870,"Security Operatives vs Bandits, Kebbi",22/01/2024,22/01/2024,25,Kebbi
IBD028868,"Fulani Herdsmen Attack, Plateau",22/01/2024,22/01/2024,8,Plateau
IBD028956,"Pastor Killed, Akwa Ibom",22/01/2024,22/01/2024,1,Akwa Ibom
IBD028901,"Army vs bandits, Zamfara",22/01/2024,29/01/2024,40,Zamfara
IBD028864,"Cult Killing, Edo",21/01/2024,21/01/2024,3,Edo
IBD028869,"Assailants vs Man, Ogun",21/01/2024,21/01/2024,1,Ogun
IBD028861,"Man Dies in Scuffle, Kano",21/01/2024,21/01/2024,1,Kano
IBD028875,"Assailants vs Woman, Akwa Ibom",21/01/2024,21/01/2024,1,Akwa Ibom
IBD028859,"Auto Crash, Kaduna",21/01/2024,21/01/2024,16,Kaduna
IBD028885,"Auto Crash, Lagos",21/01/2024,21/01/2024,1,Lagos
IBD028867,"Sex Romp, Ondo",21/01/2024,21/01/2024,1,Ondo
IBD028860,"Inferno, Benue",20/01/2024,20/01/2024,1,Benue
IBD028854,"Explosion, Kaduna",20/01/2024,20/01/2024,1,Kaduna
IBD028862,"Auto Crash, Lagos",20/01/2024,20/01/2024,1,Lagos
IBD028863,"Banditry, Niger",19/01/2024,20/01/2024,1,Niger
IBD028851,"Man vs Kidnapper, Taraba",19/01/2024,19/01/2024,2,Taraba
IBD028866,"Mysterious Death, Ogun",19/01/2024,19/01/2024,1,Ogun
IBD028855,"Banditry, Kebbi",18/01/2024,18/01/2024,11,Kebbi
IBD028808,"Herdsmen vs Soldiers, Benue",18/01/2024,18/01/2024,6,Benue
IBD028853,"Banditry, Taraba",18/01/2024,18/01/2024,3,Taraba
IBD028856,"NAF vs Bandits, Kaduna",18/01/2024,18/01/2024,15,Kaduna
IBD028850,"Assailants vs Herder, Plateau",18/01/2024,18/01/2024,1,Plateau
IBD028852,"Auto Crash, Jigawa",18/01/2024,18/01/2024,10,Jigawa
IBD028857,"Assailants vs Lady, Adamawa",18/01/2024,18/01/2024,1,Adamawa
IBD028848,"Skit Maker, Nasarawa",18/01/2024,18/01/2024,1,Nasarawa
IBD028842,"Banditry, Kaduna",18/01/2024,18/01/2024,1,Kaduna
IBD028846,"Communal Clash, Kogi",17/01/2024,17/01/2024,1,Kogi
IBD028837,"Security Agents vs Bandits, Benue",17/01/2024,17/01/2024,2,Benue
IBD028840,"Auto Crash, Rivers",17/01/2024,17/01/2024,1,Rivers
IBD028847,"Cult Clash, Ogun",17/01/2024,17/01/2024,2,Ogun
IBD028924,"Rape Victim, Ondo",17/01/2024,17/01/2024,1,Ondo
IBD028832,"Farmers vs Herders, Plateau",16/01/2024,16/01/2024,2,Plateau
IBD028839,"Auto Crash, Oyo",16/01/2024,16/01/2024,4,Oyo
IBD028829,"Pregnant Woman Dies, Lagos",16/01/2024,16/01/2024,1,Lagos
IBD028823,"Explosion, Oyo",16/01/2024,16/01/2024,9,Oyo
IBD028835,"Gunmen vs Vigilante, Ebonyi",16/01/2024,16/01/2024,1,Ebonyi
IBD028828,"Auto Crash, Osun",16/01/2024,16/01/2024,7,Osun
IBD028833,"Vigilantes vs Boko Haram, Yobe",16/01/2024,16/01/2024,4,Yobe
IBD028838,"Auto Crash, Osun",16/01/2024,16/01/2024,1,Osun
IBD028836,"Robbery Attack, Kwara",16/01/2024,16/01/2024,13,Kwara
IBD028830,"Auto Crash, Kwara",16/01/2024,16/01/2024,1,Kwara
IBD028827,"Police vs Robbers, Osun",16/01/2024,16/01/2024,3,Osun
IBD028841,"Policeman Kills Colleagues, Delta",16/01/2024,16/01/2024,1,Delta
IBD028824,"Auto Crash, FCT (Abuja)",15/01/2024,15/01/2024,1,FCT
IBD028821,"Auto Crash, Kwara",15/01/2024,15/01/2024,3,Kwara
IBD028816,"Auto Crash, Ogun",15/01/2024,15/01/2024,5,Ogun
IBD028818,"Boat Mishap, Niger",15/01/2024,15/01/2024,28,Niger
IBD028834,"Bandits vs NIS Operatives, Kebbi",15/01/2024,15/01/2024,3,Kebbi
IBD028845,"Communal Clash, Benue",15/01/2024,17/01/2024,9,Benue
IBD028820,"Negligence, Ekiti",15/01/2024,15/01/2024,1,Ekiti
IBD028825,"Land Dispute, Nasarawa",15/01/2024,15/01/2024,7,Nasarawa
IBD028844,"Soldier Kills Colleague, Ogun",15/01/2024,15/01/2024,1,Ogun
IBD028831,"Revenue Collectors Clash, Akwa Ibom",15/01/2024,15/01/2024,1,Akwa Ibom
IBD028813,"Auto Crash, Anambra",15/01/2024,15/01/2024,3,Anambra
IBD028814,"Inferno, Kano",14/01/2024,14/01/2024,7,Kano
IBD028815,"Police vs Robbers, Anambra",14/01/2024,14/01/2024,2,Anambra
